IdSerie,Titre,Style,Commentaire,NoteGlobale,Planche,IdBEL,Langue
69,Réducteur de vitesse (Le),Roman graphique,"Fraîchement engagé sur ''Le Belliqueux'', un cuirassé à la recherche d'un sous-marin ennemi, Georges Guilbert fait la connaissance de Louis, un autre timonier. 
Malades comme des chiens, les deux amis, chaperonnés par Nordiz le bosco, décident de descendre aux machines, dans les entrailles du bateau. Il y fait une chaleur suffocante, le bruit y est insoutenable, mais c'est le seul endroit où les mouvements terribles du cuirassé se font le moins sentir. 

Après des heures de déambulation dans les profondeurs du monstre d'acier, Georges, Louis et Nordiz se trouvent face au gigantesque réducteur de vitesse. Et c'est la catastrophe. Dès lors, les trois hommes vont vivre un enfer...

Une aventure insolite et passionnément humaine

Après La Révolte d'Hop Frog (sur un scénario de David B.), unanimement salué par la presse et titulaire du Totem BD 97, délivré par le salon du Livre de Jeunesse, à Montreuil, Christophe Blain livre un long récit étonnant, riche en péripéties drolatiques et émouvantes. Surtout, Le Réducteur de vitesse est l'expression vivante et parfaitement maîtrisée d'une aventure passionnément humaine. 

",NULL,reducteurvitesse.jpg,3898,Français
70,Blotch,Humoristique,NULL,NULL,Blotch.jpg,428,Français
71,Péplum,NULL,NULL,NULL,peplum_pl.jpg,2166,Français
72,Thorgal,Aventure,"Aventure, fantastique et science-fiction, les tribulations d'un orphelin viking. 
Thorgal, seul rescapé d'un vaisseau spatial échoué sur Terre est recueilli par des Vikings. Des dessins superbes et un scénario prenant en font un classique. Excellent ! 
",NULL,ThorgalP.jpg,12,Français
73,Lanfeust de Troy,Heroic Fantasy,"Un monde où la magie est omniprésente. Une superbe bande dessinée d'Heroic Fantasy.
Un dessin clair, des couleurs flamboyantes, un scénario original et haletant, de l'humour.",NULL,lanfeustdetroyp.jpg,6,Français
74,Lanfeust des Etoiles,Heroic Fantasy,"Troy est une planète où chacun possède un pouvoir magique différent. Lanfeust, doté de tous les pouvoirs, court les chemins en quête d'aventures. Mais il est recherché par des visiteurs venus d'outre-espace. Il apprend qu'il est, avec le terrible pirate Thanos, le résultat d'une expérience sur les pouvoirs psy, menée depuis des millénaires par les Princes-Marchands de la planète Meirrion. Ceux-ci ont envoyé un de leurs agents, la séduisante et énergique Glace, pour récupérer leurs résultats. Mais la confédération d'Abraxar fait tout pour contrecarrer les projets de Meirrion. C'est accompagné du troll Hébus et de la belle Cixi que Lanfeust quitte Troy pour découvrir que, loin dans les étoiles, il pourrait être au centre des principaux combats de l'univers.

Images: © SOLEIL PRODUCTION - Tarquin / Arleston",NULL,lanfeustdesetoilesp.jpg,1757,Français
75,Bidouille et Violette,Roman graphique,NULL,NULL,bidouilleetviolettep.jpg,753,Français
76,Cri du peuple (Le),Histoire - Fiction,NULL,NULL,cridupeuplep.jpg,1562,Français
77,Guerre éternelle (La),Science-fiction,Estimations mises à jour: 15/12/2005,NULL,GuerreEternelle.jpg,233,Français
78,Blake et Mortimer (Editions Blake et Mortimer),Aventure,"La série met en scène deux héros, Sir Francis Blake, un militaire de carrière (origine RAF) mis à la disposition des services secrets britanniques de contre espionnage militaire (MI5), et son ami le professeur Philip Mortimer, spécialiste en physique nucléaire, qui se retrouvent souvent confrontés à leur grand ennemi le colonel Olrik parfois accompagné de ses hommes de main tels l'américain Sharkey, Razul (de la tribu des Bezendjas) ou encore le malfrat Jack. Dans certains albums, la présence du Capitaine Blake est seulement anecdotique. On remarquera que Nasir, un sikh natif du continent indien qui s'était mis au service des deux amis, va disparaître à partir du moment de la décolonisation.
Le charme de la série est dû entre autres à un mélange savant de réalisme, de fantastique et de science-fiction.",NULL,blakeetmortimerblakepl.jpg,1850,Français
79,Voyage en Italie (Le),Roman graphique,Estimations mises à jour: 15/12/2005,NULL,Voyageitalie.jpg,30,Français
80,Zélie Nord - Sud,Roman graphique,"Zélie Nord-Sud retrace le retour au pays natal d'une jeune Africaine. Elevée en Suisse, elle espère y retrouver une amie d'enfance et y découvrir ses véritables racines, dont elle ignore tout...",NULL,zelienordsudpl.jpg,1836,Français
81,Sursis (Le),Roman graphique,"L'accueil enthousiaste et unanime des libraires, de la presse et du public à la parution du tome I, en octobre 1997, a créé autour du Sursis une manière d'événement. Le succès immédiat de cet ouvrage porté par le bouche à oreille démontre une fois de plus qu'on ne triche pas avec les lecteurs. Scénariste et dessinateur en une seule personne, Jean-Pierre Gibrat leur a donné le meilleur de lui-même : la description dans le détail d'une situation difficilement acceptable, une narration fluide qui rend cette situation pourtant crédible, des images dont la force et la qualité renforcent cette crédibilité. C'est, en somme, le résultat d'un admirable et long travail sur le fond et la forme, le fruit savoureux d'une profonde sincérité de l'auteur.",NULL,Sursis.jpg,40,Français
82,Gil St André,Polar/Thriller,"Gil est un homme heureux, mais a une femme belle comme une poupée Barbella. Tellement belle qu'un maniaque décide de l'enlever. Gil soupçonne Glen, un détraqué, d'être le kidnappeur. Il suit cette piste...mais les apparences sont parfois trompeuses !",NULL,GilStAndre.jpg,42,Français
83,Cahier bleu (Le),Roman graphique,NULL,NULL,CahierBleu_P.jpg,766,Français
84,Un peu de fumée bleue,Roman graphique,NULL,NULL,unpeudefumeebleuepl.JPG,504,Français
85,Long voyage de Léna (Le),Roman graphique,"Léna, une jeune femme brune, belle et solitaire, poursuit farouchement une étrange trajectoire qui l'emmène des fantômes de Berlin-Est aux confins de l'Australie, en passant par le labyrinthe d'un bazar syrien. Au fil de rendez-vous clandestins, l'errance intime de Léna tentant de redonner un sens à sa vie s'inscrit dans un complot terroriste dont on comprend peu à peu les enjeux mortels.Une histoire de politique-fiction très contemporaine dans la lignée de Partie de Chasse, servie par le trait majestueux et les couleurs divines d'André Juillard.",NULL,LongVoyageDeLenaLe_04092006.jpg,14002,Français
86,Après la pluie,Roman graphique,NULL,NULL,Apreslapluie_19042003.jpg,6267,Français
87,Vol du corbeau (Le),Roman graphique,"Paris occupé, 18 juin 1944. Dénoncée par une lettre anonyme, Jeanne, une jeune résistante, vient d’être arrêtée par la police française.
Le jour même, François, un cambrioleur sans scrupules et quelque peu cynique, subit le même sort et se retrouve dans la même cellule du même commissariat.

A la faveur d’une alerte, Jeanne et François s’échappent par les toits. Dès lors, par le jeu du hasard et de la nécessité, le sort commun des deux jeunes gens, que pourtant tout sépare, semble scellé. Pour le meilleur, et pour le pire.

(c) BD Paradisio",NULL,volducorbeau.jpg,4135,Français
88,Pilules Bleues,Biographie,"A travers une histoire simple et des thèmes universels (l'amour, la mort) et avec un brio qui nous laisse encore pantois, Peeters nous envie une bonne claque à travers le nez tout en nous remplissant le coeur de sentiments généreux. Il nous parle de sa rencontre et de son histoire avec son amie, de ce maudit virus qui va bouleverser la donne, et de toutes les émotions les plus contradictoires qu'il va devoir apprendre à gérer: compassion, pitié, ou amour pur et inaltérable ? Plus frais et positif que noir et fataliste, ''Pilules Bleues'' nous invite, sans sensationnalisme, à regarder sous un angle jamais abordé le quotidien de la maladie, tout en nous balançant quelques vérités surprenantes et bien senties sur le sujet. Malgré la gravité du thème, ''Pilules Bleues'' se présente comme une oeuvre remplie de fraîcheur et d'humour qui ne devrait laisser personne de marbre.

Images: © ATRABILE - Peeters F. / Peeters F.

MAJ cote: 24/12/2005",NULL,pilulesbleuesp.jpg,1797,Français
89,Persepolis,Biographie,NULL,NULL,persepolis.jpg,1565,Français
90,Poulet aux prunes,Biographie,NULL,NULL,pouletauxprunesp.jpg,10153,Français
91,Bibendum céleste (Le),Roman graphique,NULL,NULL,BibendumCelesteLepl.jpg,292,Français
92,Foligatto,NULL,NULL,NULL,Foligattopl.jpg,3862,Français
93,Salvatore,NULL,NULL,NULL,salvatorepl.jpg,10541,Français
94,Léon la Came,Humoristique,NULL,NULL,LeonLaCame.jpg,342,Français
95,Pont dans la vase (Le),Humoristique,NULL,NULL,pontdanslavasep.jpg,1573,Français
96,Pourquoi j'ai tué Pierre,Biographie,"Olivier est un garçon sans histoires. Élevé dans une ambiance baba-cool au sein d’un milieu libertaire et permissif, c’est un enfant peu farouche qui a l’habitude de la nudité des adultes. À 12 ans, il part en colonie de vacances. Là, Pierre, un curé avec qui il s’est lié d’amitié, lui demandera de toucher son corps. Olivier ne sera ni violé ni abusé, mais cet évenement marquera son existence à jamais…",NULL,PourquoiJAiTuePierrepl.jpg,14055,Français
97,Légendes des contrées oubliées,Heroic Fantasy,"Encore du très très bon Héroïc Fantasy, au pays des nains. Une des premières bandes dans ce style. Superbe !",NULL,LegendeContreesOubliees.jpg,2,Français
98,Mondes d'Aldébaran (Les) - Bételgeuse,Science-fiction,"En plein désert, une jeune fille traquée par les militaires leur échappe grâce aux relations particulières qu’elle entretient avec les Iums - de jolies bestioles mi-phoques mi-pingouins (un petit côté « smoking ») qui, Dieu sait pourquoi, la protègent..

Par ailleurs, les Iums intéressent énormément Leilah Nakad, qui étudie discrètement leurs us et coutumes. Mais Leilah est rongée par un terrible remords : sept ans plus tôt, elle commandait un vaisseau qui, transportant trois mille jeunes gens venus vivre sur Bételgeuse, continue de tourner vainement dans le ciel..

En effet, tous les voyageurs du Konstantin Tsiolkowski sont morts congelés dans leurs caissons d’hibernation. Sauf Hector Albornoz et Inge de Vries, toujours vivants, mais abandonnés sans espoir de retour sur ce tombeau volant.

Pendant ce temps, sur Aldebaran, Driss et Alexa préparent une expédition dans le but de découvrir quel genre de problème a pu rencontrer la mission Bételgeuse : peut-être encore une bizarrerie",NULL,betelgeuse.jpg,1806,Français
99,Mondes d'Aldébaran (Les) - Antarès,Science-fiction,NULL,NULL,antaresp.jpg,15179,Français
100,Kenya,Aventure,"Une Afrique inquiétante, fascinante, séduisante. Le Kenya et, plus particulièrement, la région du Kilimandjaro, sommet de l’Afrique. nous sommes en pleine guerre froide, en 1947. Le Kenya intéresse aussi les grandes puissances de ce monde, à plus d’un titre ... 

L’aventure et le fantastique qui bascule dans la science-fiction, doté d’un scénario musclé qui sent bon l’Afrique et le mystère.
(c) Dargaud",NULL,kenya.jpg,1489,Français
101,Carnets d'Orient,Historique,NULL,NULL,carnetsdorient.jpg,1528,Français
102,Petit Polio,Histoire - fiction,"Farid Boudjellal s'est souvenu de sa propre enfance toulonnaise pour écrire les récits de Petit Polio. On y retrouve les joies et les peines d'un enfant, la solidarité familiale, la douleur du deuil et le handicap, qui occupe une place prépondérante mais non centrale du récit.",NULL,petitpoliopl.jpg,5004,Français
103,Bar du vieux Français (Le),Roman graphique,NULL,NULL,BarVieuxFrancais.jpg,381,Français
104,Belette (La),Roman graphique,NULL,NULL,belettep_19012003.jpg,5576,Français
105,Arbre-coeur (L'),Roman graphique,NULL,NULL,arbrecoeur_19012003.JPG,5577,Français
106,Ergün l'errant,Science-fiction,NULL,NULL,ergunlerrant_19012003.jpg,5575,Français
107,"Dracula, dracul, vlad?, bah...",NULL,NULL,NULL,draculabrecciap.JPG,4113,Français
108,Magasin général,Tranche de vie,"L’histoire de Magasin général se déroule dans un village du Québec rural à partir du début des années 40. Elle gravite autour d’un personnage féminin, Marie, veuve avant l’heure et héritière du principal commerce local (le « Magasin général » qui donne son titre au récit), que l’irruption d’un étranger dans la petite communauté va progressivement réconcilier avec le bonheur ; bonheur d’aimer, bonheur d’être aimé(e), mais pas exactement de la manière que l’on pourrait imaginer…",NULL,MagasinGeneral_14032006.jpg,13259,Français
109,XXe ciel.com,Roman graphique,"Psychanalyse d'un ange.
Eva Stern le raconte dans son journal : une nuit, à San Francisco, l'écran de son ordinateur s'est allumé pour lui livrer une succession d'images pour le moins troublantes, ''sans lien apparent, si ce n'est ces représentations d'anges récurrentes..''
Depuis cette nuit de février 97, chaque mois, la psychanalyste reçoit un e-mail composé exclusivement d'images et de photos.
Quel sens donner aux messages de l'Ange ? Autoportrait, autobiographie ou effet de miroir ? Miroir d'un siècle ou d'un Ange qui se meurt ? L'Ange du XXe siècle existe-t-il ? Qui est cet Ange, messager virtuel ressuscitant la mémoire du XXe Ciel ? Pourquoi avoir choisi précisément Eva Stern ? Est-ce la femme ou la psychanalyste qui est visée ? Quelle histoire (Histoire) cherche-t-il à lui livrer ?
C'est cette histoire que raconte Bernard Yslaire, ces questions auxquelles son album et ceux qui le suivront s'efforcent de répondre.
Une histoire de vie et de mort, d'anges virtuels ou d'un siècle qui s'achève comme il avait commencé : dans le sang et les larmes.

(c) Humanoïdes associés",NULL,xxecielpl.jpg,1523,Français
110,Ciel au-dessus de Bruxelles (Le),Drame,"17 mars 2003.
Soixante ans après la shoah, trois jours avant le début de la guerre en Irak, Jules Engell Stern rencontre Fadya.
Il est juif Khazar, elle est beur, musulmane. Lui est de passage à Bruxelles, cherche son frère. Elle prépare un attentat terroriste au milieu d'une manifestation pacifiste...",NULL,CielAudessusDeBruxellesLe_14032006.jpg,13262,Français
111,Canoë Bay,Aventure historique,"CANOË BAY est un récit d’aventures, sur fond historique, qui raconte la vie de Jack, un jeune orphelin à la recherche de son destin. Un ouvrage grand public dont Tiburce, son scénariste dira  ''C’est ce type de livres qui m’a fait rêver quand j’étais enfant et qui m’a donné envie d’écrire et de créer''.",NULL,NULL,20164,Français
112,Animal'z,Science fiction,"Dans ce monde dont on ne sait trop s’il est l’émanation d’une histoire parallèle ou simplement le récit de notre futur, le dérèglement climatique s’est brutalement généralisé. La catastrophe porte un nom : le Coup de Sang. Sur la planète dévastée, martyrisée, l’eau potable est soudain devenue un trésor, et la survie individuelle l’obsession de chacun. Désormais, les transports sont rares et dangereux, les communications aléatoires. Seuls quelques Eldorados très isolés, refuges protégés par leur situation géographique particulière, ont réussi à préserver un semblant d’ordre social. On ne peut les rejoindre que par la mer, immense; l’unique milieu naturel, peut-être, qui conserve quelque chance de perdurer en ces temps d’incertitude absolue… ",NULL,NULL,20115,Français
113,Servitude,Fantastique,"Les Puissances sont les premières à avoir peuplé la Terre. Lorsque l’Homme apparut, il suscita parmi elles passion et division. Toutes choisirent alors de prendre forme physique : Dragons, Géants, Anges, Sirènes et Fées. Vint alors le temps des combats, des guerres intestines…Aujourd’hui, mille ans ont passé, les Géants ont disparu, les Dragons ont survécu, les Sirènes se sont retirées dans les profondeurs des océans, les Anges et les Fées ne sont plus que des mythes. Mille ans ont passé, et les Fils de la terre ont fini par fonder le plus grand des royaumes. Pour eux, les Puissances ne sont plus que des légendes… Mais les Dragons sont sortis de leur repère… Un nouvel âge s’annonce : est-ce la fin ou le début de la servitude ?Après Live War Heroes, le duo David/Bourgier vous propose, en 5 tomes, une grande saga héroïque, soutenue par un élégant graphisme réaliste en couleurs directes !Un nouvel age s’annonce.",NULL,NULL,13659,Français
114,Il était une fois en France,Histoire/fiction historique,"Il était une fois en France conte l’histoire de JOSEPH JOANOVICI, juif roumain devenu l’homme le plus riche de France pendant l’occupation. Ferrailleur, collabo, résistant, il fut pour certain un criminel, pour d’autres un héros. C’est le cheminement de ce personnage ambigu baptisé le “roi de Paris” par ceux qui ont croisé sa route, que relate avec justesse cette saga au thème délicat. “Monsieur JOSEPH” se confie sur son lit de mort aux côtés de LUCIE-FER, celle qui fut sa plus fidèle compagne. Intelligence avec l’ennemi, corruption de fonctionnaires, contrebande, enrichissement personnel et même meurtre seront reprochés à la Libération à celui qui possédait pendant l’occupation un appartement en plein coeur de la préfecture de police. Portant fièrement la rosette de la résistance, JOSEPH reçoit les plus huppés du Tout-Paris, alors que de sombres nuages annoncent la fin de son règne…",NULL,NULL,16395,Français
115,Alim le tanneur,Aventure fantastique,"Dans l'Empire de Jésameth, être un hors-caste, c'est n'être pas tout à fait un homme. Alim est de ceux-là. Tanneur de profession, il a la charge de recycler les corps sans vie des sirènes tueuses qui viennent s'échouer sur les plages de la cité impériale. Mais le destin redistribue parfois les rôles. Un soir pas comme les autres, l'océan vient confier au plus humble des hommes le plus grand des secrets.",NULL,AlimLeTanneur_14092004.jpg,9998,Français
116,Marie en plastique (La),Chronique,"Avec cette savoureuse histoire en deux parties, La Marie en plastique, les deux créateurs nous emmènent en excursion chez les Garnier.
Une famille française ordinaire où le rôle de chacun est bien distribué, les conflits bien rodés, où tout le monde est bien à l'abri d'une quelconque surprise.
Et voilà qu'une niaise bondieuserie en plastique jette le trouble dans ce tranquille foyer et fait virer tout cela à l'aigre.
Doux Jésus, Sainte Vierge ! On est vraiment bien peu de chose.",NULL,MarieEnPlastiqueLa_07092006.jpg,14019,Français
117,Lanfeust des Étoiles,Heroic Fantasy,"Troy est une planète où chacun possède un pouvoir magique différent. Lanfeust, doté de tous les pouvoirs, court les chemins en quête d'aventures. Mais il est recherché par des visiteurs venus d'outre-espace. Il apprend qu'il est, avec le terrible pirate Thanos, le résultat d'une expérience sur les pouvoirs psy, menée depuis des millénaires par les Princes-Marchands de la planète Meirrion. Ceux-ci ont envoyé un de leurs agents, la séduisante et énergique Glace, pour récupérer leurs résultats. Mais la confédération d'Abraxar fait tout pour contrecarrer les projets de Meirrion. C'est accompagné du troll Hébus et de la belle Cixi que Lanfeust quitte Troy pour découvrir que, loin dans les étoiles, il pourrait être au centre des principaux combats de l'univers.

Images: © SOLEIL PRODUCTION - Tarquin / Arleston",NULL,lanfeustdesetoilesp.jpg,1757,Français
118,Incal (Après l'),Science fiction,NULL,NULL,IncalPres.jpg,502,Français
119,Monsieur Fruit,Independant,NULL,NULL,MonsieurFruitpl.jpg,3581,Français
120,Mondes d'Aldébaran (Les),Science fiction,"Pour les colons terriens qui occupent la planète Aldébaran, tout semble planifié. Mais peu à peu des événements insolites se produisent. Sans nouvelles de la Terre, Aldébaran est isolée. Coupés de tout contact, les habitants d'Aldébaran doivent faire face à plusieurs bouleversements aux conséquences inquiétantes. Le danger principal semble venir de l'océan d'où surgissent des créatures monstrueuses et hostiles. Mais qui possède vraiment une explication à cette évolution aussi terrifiante qu'incontrôlable ? Marc et Kim, deux adolescents qui ont survécu à l'anéantissement de leur village, rejoignent la capitale, Anatolie, afin de trouver une réponse. Une série captivante qui sera bientôt suivie par un nouveau cycle : Bételgeuse.
",NULL,AldebaranP_23122001.jpg,1805,Français
121,Olives noires (Les),Historique,NULL,NULL,OlivesNoires.jpg,549,Français
122,Mattéo,Roman graphique,"Récit romanesque de haute tenue, composé de quatre époques, Mattéo raconte la destinée singulière d’un homme qui, de 1914 à 1939, de la guerre de 14 à la Seconde Guerre mondiale, en passant par la révolution russe, le Front Populaire et la guerre d’Espagne, traversera époques tumultueuses et passions exacerbées. 
Finalement, comme malgré lui, Mattéo sera de toutes les guerres, celles qui auront embrasé les premières décennies du XXe siècle en mettant à mal son pacifisme militant, comme celles qui meurtriront son cœur d’amoureux éconduit.
 
",NULL,matteo01p_.jpg,18904,Français
123,Troubles fêtes,Erotique,"Qui n'a pas fantasmé sur les créatures tout en rondeurs sensuelles de Régis Loisel ? Le père de la pulpeuse Pelisse a couché quelques rêves inavouables sur du papier glacé. Une ode au plaisir, rustique et très déshabillée.
© Humanoîdes Associés",NULL,troublesfetes.jpg,603,Français
124,Portes du possible (Les),Anticipation,"Dans le droit fil de l’esprit des Cités Obscures, mais avec un autre angle de vue, Schuiten et Peeters présentent leur nouveau projet : Les Portes du Possible, une manière de « fiction prospective » ou d’« utopie fictionnelle » qui s’ingénie à explorer les conjectures les plus inattendues concernant notre proche futur. L’ouvrage se présente comme une série de vingt sujets (un thème par page, chacune pouvant se lire indépendamment de toutes les autres) et emprunte la forme visuelle d’un « vrai-faux » journal combinant textes et images. Selon les sujets traités au fil des parutions et des rubriques (politique, sport, science, arts, etc.) de ce journal imaginaire, Schuiten et Peeters ont situé leur publication à divers moment du futur (2024, 2030, 2037, etc.), mais toujours dans un avenir « à portée de main ». Au menu des thèmes choisis : les manipulations génétiques, les changements du climat, les nouveaux matériaux, les transports ferroviaires, les rites funéraires, l’évolution de l’Europe, etc.",NULL,PortesDuPossible.jpg,12849,Français
125,Fables,Comics,"Imaginez...
Imaginez que des cochons qui parlent vous croisent dans la rue. Imaginez que la Belle et la Bête discutent de contrats de mariage auprès de l'adjointe au maire.
Imaginez que le Grand Méchant Loup se soit Installé comme détective, ayant désormais pignon sur rue.
Voici le monde des Fables, tel que nous le connaissons depuis que le Dernier Château est tombé devant les armées conquérantes de l'Adversaire.
Un monde où les héros des contes de notre enfance se sont réfugiés, dans un voisinage calme mais tendu, entre les murs de Fableville. Ils vivent heureux...
Jusqu'à la mort de Rosé Rouge.
La sœur de cette dernière, Blanche Neige, ne trouve la force de surmonter son chagrin que pour confier à Bigby, le loup détective, la charge d'élucider cet assassinat.
Et à Fableville, les suspects sont nombreux : 
Est-ce Barbe-Bleue, avec qui Rosé Rouge s'est publiquement affichée depuis quelques temps ?
Est-ce le Prince Charmant, l'Impécunieux gigolo ?
Est-ce encore le Roi Cole, prêt à tout pour maintenir l'ordre dans Fableville ? 
Ou bien l'Innocent et moqueur Gobe-Mouche ?
Décidément, la vie n'est pas un conte de fées...
",NULL,fablespl_16022004.jpg,8593,Français
126,Chevalier Malheur,Heroic Fantasy,NULL,NULL,chevaliermalheurplanche.jpg,2317,Français
127,Universal War One,Science fiction,"Entre Saturne et Jupiter, au coeur des jeunes Etats les plus prospères de la Fédération des Terres Unies, la troisième flotte de l'United Earthes Force veillait inlassablement sur le périphérie du système solaire. elle assurait par son gigantisme un incroyable sentiment de sécurité à ses habitants.
Mais leMUR est apparu. Si grand, si sombre. Insondable.
Ici commence la Première Guerre Universelle.",NULL,universalwaronepl.jpg,279,Français
128,Vent dans les saules (Le),Jeunesse,"Le printemps est enfin là, tout en couleurs et en saveurs. Taupe ne peut résister à son appel et abandonne ses tâches ménagères pour une promenade pastorale. Il rencontre Rat, et les deux nouveaux amis rendent visite au vaniteux Crapaud, spécialiste des lubies catastrophiques. Succulente adaptation d'un classique de la littérature anglaise, signé Kenneth Grahame.
(c) Delcourt",NULL,Ventdanslesaules.jpg,155,Français
129,Réseau Bombyce (Le),Fantastique,"Eustache et Mouche sont des cambrioleurs pas banals, à la technique extrêmement sophistiquée. Sur les lieux de leurs forfaits, ils laissent une carte en forme de papillon. Un Bombyce. Ce jour là, ils s'introduisent par les toits chez le Baron Guillaume Bernard de Harcourd. Dans son coffre fort, ils vont faire une découverte macabre. Un bout de ''snuff movie'', ces films pornographiques au réalisme meurtrier.",NULL,reseaubombyce01p.jpg,393,Français
130,Vent dans les sables (Le),Animalier,"Lors d'un dîner entre amis, Rat narre sa rencontre avec un congénère marin, bourlingueur et tatoué. Ce récit donne des ailes à Crapaud qui décide, sur un coup de tête, de tenter lui aussi l'aventure. Affolés, Rat et Taupe partent sur ses traces pour essayer de le raisonner et se retrouvent pris au piège à bord d'un bateau qui fait route pour l'Orient.",NULL,VentDansLesSablesLe_08032005.jpg,11201,Français
131,Armes du Meta-Baron (Les),Science-fiction,"Pour les nostalgiques de La Caste des Méta-Barons, voici un volume << one shot >> qui marque le retour du guerrier ultime de la galaxie. Une affiche prestigieuse, un casting de rêve. Alexandro Jodorowsky est coutumier du fait, il a déjà associé Beltran et Janjetov sur Les Technopères. Cette fois le fidèle Janjetov, disciple de Moebius qui débuta avec Avant l'Incal, rencontre pour un match amical un extraordinaire virtuose, maître adulé des comics américains, le Canadien Travis Charest. Ce dernier a dessiné l'épisode central de l'album, tandis que Zoran Janjetov a réalisé l'ouverture puis la partie finale. Tout chevalier doit avoir son Excalibur ! C'est là le concept de l'album. Le trio Jodorowsky, Janjetov & Charest raconte comment le Méta-Baron a réuni autour de lui les armes les plus puissantes et les plus destructrices qui ont fait de lui un soldat invincible et invaincu. Est-ce le prélude à une nouvelle série qui aurait le dernier des Méta-Barons pour héros ? Tout le monde l'espère en secret.
",NULL,ArmesDuMetabaronLes_21092008_182635.jpg,18748,Français
132,Derniers corsaires (Les),NULL,NULL,NULL,NULL,13913,Français
133,Bois des vierges (Le),NULL,"Dans un monde où les Hommes et les Bêtes peinent à cohabiter, un pacte historique a été signé ; un processus de paix qui doit mettre fin aux sanglantes querelles ancestrales…
Le puissant Seigneur Maître Arcan et Loup de Traille, chef des Bêtes de Haute Taille, marient leurs enfants : la jolie Aube est donnée au valeureux Loup de Feu ; « poil et peau » ne doivent désormais faire qu’un. Mais le conflit entre les races est loin d’être résolu. Lorsque Loup de Feu est retrouvé sauvagement assassiné sur son lit de noces, les Bêtes de Haute Taille se jettent à la poursuite des coupables, Aube et son frère Salviat. Traquée par des meutes assoiffées de vengeance, la jeune femme parvient à se réfugier dans le mystérieux bois des Vierges… La guerre est déclarée, et les deux clans sont prêts à tout pour gagner une partie qui s’annonce meurtrière et impitoyable.
",NULL,BoisVierges01P1_.jpg,17184,Français
134,Petit Prince (Le),Adaptation,"Livre emblématique du catalogue pour la jeunesse des Éditions Gallimard, Le Petit Prince s'écrit maintenant en bande dessinée. Et quelle bande dessinée ! Joann Sfar met tout son art au service du livre de son enfance. Il sait en restituer l'esprit et la poésie uniques. Il sait aussi être fidèle à lui-même, raconter l'histoire avec cette grâce et cette générosité qui n'appartiennent qu'à lui. 
  ",NULL,PetitPrinceLe_20092008_171225.jpg,18729,Français
135,Blast,Aventure,"Un homme est en garde à vue et deux flics le cuisinent. En douceur, sinon il risque de se verrouiller. L’homme s’appelle Polza Mancini, il a 38 ans, il est obèse et, avant de tout quitter pour tailler la route en direction de l’île de Pâques, il était écrivain. Maintenant, il est en garde à vue parce qu’il a fait quelque chose à Carole Oudinot, quelque chose de grave. Les flics sont là pour essayer de comprendre, et Polza se raconte, tranquillement. Tout a commencé le jour où il a vu son père mourant. C’est là qu’est arrivé le premier blast… Techniquement, le blast est l’effet que provoque une explosion sur l’organisme. Son blast à lui, c’était dans la tête, et ça l’a « modifié ». Explication que les flics, plutôt portés sur la rigueur des faits, ont du mal à gober : « Rhololo ! Les conneries… » S’ensuit un huis clos fascinant, d’où l’on s’évade au gré des souvenirs de Polza. ",NULL,PlancheS_21937.jpg,21937,Français
136,Pachyderme,NULL,"Son mari a eu un accident et elle tente de rejoindre l’hôpital où il a été emmené. Mais un pachyderme étendu sur la chaussée empêche la circulation. Plus tard, un foetus monstrueux lui fait un signe de la main et un espion grotesque lui parle de la guerre froide… Une longue série de bizarreries, spirale émotive qui aura sur elle des effets vertigineux. Sa vie va changer.
Étrange et onirique, absurde et inquiétant, le nouveau livre de Frederik Peeters nous fait perdre pied, comme dans un film de David Lynch.",NULL,PachydermeP1_.jpg,21350,Français
137,Blake et Mortimer (Éditions Blake et Mortimer),Aventure,"La série met en scène deux héros, Sir Francis Blake, un militaire de carrière (origine RAF) mis à la disposition des services secrets britanniques de contre espionnage militaire (MI5), et son ami le professeur Philip Mortimer, spécialiste en physique nucléaire, qui se retrouvent souvent confrontés à leur grand ennemi le colonel Olrik parfois accompagné de ses hommes de main tels l'américain Sharkey, Razul (de la tribu des Bezendjas) ou encore le malfrat Jack. Dans certains albums, la présence du Capitaine Blake est seulement anecdotique. On remarquera que Nasir, un sikh natif du continent indien qui s'était mis au service des deux amis, va disparaître à partir du moment de la décolonisation.
Le charme de la série est dû entre autres à un mélange savant de réalisme, de fantastique et de science-fiction.",NULL,blakeetmortimerblakepl.jpg,1850,Français
138,Lulu Femme Nue,Roman graphique,"Suite à un énième entretien d’embauche raté, Lulu, mère de famille de quarante ans, sans histoire, décide de ne pas rentrer à la maison, abandonnant mari et enfants aux amis désemparés.
",NULL,lulufemmenuep_.jpg,19045,Français
139,Ancien temps (L'),Fantastique,"C’est l’histoire d’un pays où l’eau voyage à l’envers. On y rencontre une amoureuse qui se change en renard, un roi qui n’embrasse pas et, bien sûr, un héros au coeur pur… Joann Sfar (Le Chat du rabbin) revient avec une histoire d’heroic fantasy très sensuelle qui doit autant à Tolkien qu’à Rabelais.",NULL,PlancheS_22159.jpg,22159,Français
